experience_level,job_title,salary_in_usd,employee_residence,company_location,company_size
SE,Data Engineer,81500,US,US,M
EX,Head of Data Science,314100,US,US,M
EX,Head of Data Science,195800,US,US,M
SE,Applied Scientist,205000,US,US,M
SE,Applied Scientist,180000,US,US,M
SE,Data Scientist,165000,US,US,M
SE,Data Scientist,144000,US,US,M
EN,BI Developer,160000,US,US,M
EN,BI Developer,100000,US,US,M
EX,Data Engineer,200000,US,US,M
EX,Data Engineer,145000,US,US,M
MI,Data Analyst,150000,US,US,M
MI,Data Analyst,100000,US,US,M
SE,Data Manager,199000,US,US,M
SE,Data Manager,112000,US,US,M
SE,Data Scientist,105000,US,US,M
SE,Data Scientist,70000,US,US,M
EN,Big Data Engineer,130000,SE,SE,S
SE,Data Analyst,180180,US,US,M
SE,Data Analyst,106020,US,US,M
EN,Data Engineer,160000,US,US,M
EN,Data Engineer,135000,US,US,M
SE,Data Scientist,183000,US,US,M
SE,Data Scientist,134000,US,US,M
SE,Machine Learning Engineer,220000,US,US,M
SE,Machine Learning Engineer,150000,US,US,M
SE,Applied Scientist,350000,US,US,L
SE,Applied Scientist,262500,US,US,L
SE,Data Analyst,122000,US,US,M
SE,Data Analyst,94000,US,US,M
SE,Machine Learning Engineer,276000,US,US,M
SE,Machine Learning Engineer,184000,US,US,M
EX,Data Engineer,310000,US,US,M
EX,Data Engineer,239000,US,US,M
SE,Data Scientist,225000,US,US,M
SE,Data Scientist,156400,US,US,M
MI,Machine Learning Engineer,180000,US,US,M
MI,Machine Learning Engineer,150000,US,US,M
SE,Data Scientist,228000,US,US,M
SE,Data Scientist,152000,US,US,M
SE,Data Scientist,209450,US,US,M
SE,Data Scientist,158677,US,US,M
SE,Data Analyst,175000,US,US,M
SE,Data Analyst,145000,US,US,M
SE,Data Engineer,240000,US,US,M
SE,Data Engineer,170000,US,US,M
MI,Data Analyst,103200,US,US,M
MI,Data Analyst,61200,US,US,M
MI,Data Scientist,155000,US,US,L
EN,Marketing Data Engineer,66970,SG,SG,L
SE,Data Scientist,63312,CY,EE,L
SE,Data Scientist,237000,US,US,M
SE,Data Scientist,145000,US,US,M
SE,Data Scientist,240000,US,US,M
SE,Data Scientist,139000,US,US,M
SE,Data Architect,174500,US,US,M
SE,Data Architect,113000,US,US,M
SE,Data Analyst,130000,US,US,M
SE,Data Analyst,87000,US,US,M
SE,Data Analyst,160000,US,US,M
SE,Data Analyst,108000,US,US,M
SE,Data Engineer,165000,US,US,M
SE,Data Engineer,107250,US,US,M
SE,Data Engineer,300000,US,US,M
SE,Data Engineer,119000,US,US,M
SE,Data Scientist,285800,US,US,M
SE,Data Scientist,154600,US,US,M
MI,Head of Data Science,60795,IN,IN,L
EN,Data Analyst,30000,AR,US,S
MI,Data Science Manager,220000,US,US,M
MI,Data Science Manager,195000,US,US,M
SE,Data Manager,168400,US,US,M
SE,Data Manager,105200,US,US,M
MI,Data Analyst,206000,US,US,M
MI,Data Analyst,160000,US,US,M
SE,Analytics Engineer,200000,US,US,M
SE,Analytics Engineer,175000,US,US,M
SE,Analytics Engineer,231250,US,US,M
SE,Analytics Engineer,138750,US,US,M
SE,Data Engineer,153000,CA,CA,M
SE,Data Engineer,94000,CA,CA,M
SE,Data Engineer,240500,US,US,L
SE,Data Engineer,123700,US,US,L
SE,Data Engineer,160000,US,US,M
SE,Data Engineer,90000,US,US,M
EN,Data Scientist,124234,US,US,M
EN,Data Scientist,74540,US,US,M
MI,Data Analyst,109000,US,US,M
MI,Data Analyst,79000,US,US,M
SE,Machine Learning Engineer,84053,FR,FR,L
MI,Machine Learning Engineer,50000,AM,AM,S
SE,Data Scientist,275300,US,US,M
SE,Data Scientist,183500,US,US,M
SE,Data Scientist,275300,US,US,M
SE,Data Scientist,183500,US,US,M
SE,Data Analyst,160000,US,US,M
SE,Data Analyst,125600,US,US,M
SE,Data Engineer,170000,US,US,M
SE,Data Engineer,120000,US,US,M
SE,Data Engineer,225000,US,US,M
SE,Data Engineer,140000,US,US,M
SE,Data Analyst,141290,US,US,M
SE,Data Analyst,74178,US,US,M
SE,Data Scientist,150000,US,US,M
SE,Data Scientist,120000,US,US,M
SE,Data Engineer,85000,US,US,M
SE,Data Engineer,75000,US,US,M
SE,Data Engineer,220000,US,US,M
SE,Data Engineer,160000,US,US,M
SE,Data Engineer,205600,US,US,M
SE,Data Engineer,107500,US,US,M
MI,Data Engineer,120000,US,US,M
MI,Data Engineer,95000,US,US,M
SE,Data Engineer,185900,US,US,M
SE,Data Engineer,129300,US,US,M
SE,Data Engineer,160000,US,US,M
SE,Data Engineer,130000,US,US,M
EN,Data Scientist,12888,IN,IN,S
MI,Data Engineer,250000,US,US,M
MI,Data Engineer,175000,US,US,M
SE,Data Scientist,136000,US,US,M
SE,Data Scientist,104000,US,US,M
MI,Data Analyst,80000,US,US,M
MI,Data Analyst,52500,US,US,M
SE,Data Scientist,110000,US,US,M
SE,Data Scientist,84000,US,US,M
SE,BI Analyst,125000,US,US,M
SE,BI Analyst,110000,US,US,M
MI,Data Analyst,90000,US,US,M
MI,Data Analyst,80000,US,US,M
SE,ML Engineer,200000,US,US,M
SE,ML Engineer,135000,US,US,M
EN,Business Data Analyst,48000,US,US,L
EN,AI Developer,120000,BA,BA,S
SE,Data Engineer,130000,US,US,M
SE,Data Engineer,75000,US,US,M
SE,Data Engineer,252000,US,US,M
SE,Data Engineer,129000,US,US,M
MI,Data Analyst,150000,US,US,M
MI,Data Analyst,100000,US,US,M
SE,Data Engineer,226700,US,US,M
SE,Data Engineer,133300,US,US,M
SE,Data Scientist,190000,US,US,M
SE,Data Scientist,165000,US,US,M
SE,Data Engineer,170000,US,US,M
SE,Data Engineer,150000,US,US,M
MI,Data Engineer,150000,US,US,M
MI,Data Engineer,130000,US,US,M
SE,Data Scientist,225000,US,US,M
SE,Data Scientist,156400,US,US,M
SE,Computer Vision Engineer,200000,US,US,S
MI,Applied Data Scientist,80000,KE,KE,S
EN,Business Data Analyst,12877,GR,GR,L
EN,AI Developer,6304,MK,MK,S
MI,Data Analytics Lead,17509,IN,SG,M
SE,Data Scientist,257000,US,US,M
SE,Data Scientist,134000,US,US,M
SE,Data Scientist,77262,LV,LV,M
SE,Data Scientist,38631,LV,LV,M
SE,Data Engineer,205600,US,US,L
SE,Data Engineer,105700,US,US,L
SE,BI Developer,140000,US,US,M
SE,BI Developer,110000,US,US,M
SE,Data Science Manager,299500,US,US,M
SE,Data Science Manager,245100,US,US,M
SE,Research Scientist,210000,US,US,M
SE,Research Scientist,151800,US,US,M
MI,Data Scientist,53654,RO,RO,L
SE,Data Analyst,51508,ES,ES,M
SE,Data Analyst,40777,ES,ES,M
SE,Data Analyst,51508,ES,ES,M
SE,Data Analyst,40777,ES,ES,M
EN,Data Engineer,160000,US,US,M
EN,Data Engineer,135000,US,US,M
MI,Data Engineer,120000,US,US,M
MI,Data Engineer,95000,US,US,M
SE,Data Engineer,250000,US,US,M
SE,Data Engineer,63000,US,US,M
SE,Data Scientist,237000,US,US,M
SE,Data Scientist,145000,US,US,M
SE,Data Scientist,130000,US,US,M
SE,Data Scientist,90000,US,US,M
MI,Data Analyst,120000,US,US,M
MI,Data Analyst,100000,US,US,M
SE,Data Architect,174500,US,US,M
SE,Data Architect,113000,US,US,M
MI,Data Scientist,183310,US,US,M
MI,Data Scientist,183310,US,US,M
SE,Data Analyst,145000,US,US,M
SE,Data Analyst,102500,US,US,M
SE,Data Scientist,210000,US,US,M
SE,Data Scientist,185000,US,US,M
SE,Data Architect,174500,US,US,M
SE,Data Architect,113000,US,US,M
SE,Data Science Consultant,122000,US,US,M
SE,Data Science Consultant,94000,US,US,M
SE,Data Scientist,220000,US,US,M
SE,Data Scientist,146000,US,US,M
SE,Data Engineer,300000,US,US,M
SE,Data Engineer,130000,US,US,M
MI,Data Scientist,24740,TH,TH,L
MI,Computer Vision Engineer,15897,IN,IN,M
SE,Data Science Consultant,145000,US,US,M
SE,Data Science Consultant,128000,US,US,M
SE,Data Scientist,182000,US,US,M
SE,Data Scientist,140000,US,US,M
SE,Data Engineer,122000,US,US,M
SE,Data Engineer,94000,US,US,M
SE,Machine Learning Engineer,77262,LV,LV,M
SE,Machine Learning Engineer,38631,LV,LV,M
EX,Data Scientist,300000,US,US,M
EX,Data Scientist,200000,US,US,M
MI,Data Analyst,135000,US,US,M
MI,Data Analyst,105500,US,US,M
SE,Data Engineer,252000,US,US,M
SE,Data Engineer,129000,US,US,M
MI,Data Scientist,110000,US,US,L
SE,Data Scientist,136000,US,US,M
SE,Data Scientist,104000,US,US,M
SE,Data Scientist,168000,US,US,M
SE,Data Scientist,130000,US,US,M
MI,Data Analyst,78990,GB,GB,M
MI,Data Analyst,43809,GB,GB,M
MI,Data Engineer,120000,US,US,M
MI,Data Engineer,95000,US,US,M
SE,Data Scientist,153400,US,US,M
SE,Data Scientist,122700,US,US,M
SE,Data Scientist,185000,US,US,M
SE,Data Scientist,160000,US,US,M
SE,Data Scientist,205000,US,US,M
SE,Data Scientist,185000,US,US,M
SE,Machine Learning Engineer,204500,US,US,M
SE,Machine Learning Engineer,142200,US,US,M
MI,Machine Learning Engineer,145000,US,US,M
MI,Machine Learning Engineer,87000,US,US,M
EN,Data Scientist,50000,IN,US,M
SE,ML Engineer,234100,US,US,M
SE,ML Engineer,203500,US,US,M
SE,Data Scientist,223800,US,US,M
SE,Data Scientist,172100,US,US,M
SE,Data Scientist,180000,US,US,M
SE,Data Scientist,150000,US,US,M
SE,Data Engineer,232200,US,US,M
SE,Data Engineer,167200,US,US,M
SE,BI Developer,197000,US,US,M
SE,BI Developer,106000,US,US,M
SE,Research Scientist,180000,US,US,M
SE,Research Scientist,145000,US,US,M
SE,Data Lead,225000,US,US,M
SE,Data Lead,200000,US,US,M
SE,Data Engineer,170000,US,US,M
SE,Data Engineer,114000,US,US,M
SE,Data Engineer,291500,US,US,M
SE,Data Engineer,180000,US,US,M
EX,Data Engineer,196200,US,US,M
EX,Data Engineer,150900,US,US,M
SE,Data Scientist,168400,US,US,M
SE,Data Scientist,105200,US,US,M
MI,Data Engineer,95000,ES,ES,M
MI,Data Engineer,80000,ES,ES,M
MI,Data Analyst,116000,US,US,M
MI,Data Analyst,72000,US,US,M
SE,Analytics Engineer,207000,US,US,M
SE,Analytics Engineer,167000,US,US,M
SE,Machine Learning Engineer,145000,US,US,M
SE,Machine Learning Engineer,135000,US,US,M
MI,Data Engineer,105000,US,US,M
MI,Data Engineer,70000,US,US,M
SE,Data Architect,180000,US,US,M
SE,Data Architect,115000,US,US,M
SE,Data Engineer,133800,US,US,M
SE,Data Engineer,96100,US,US,M
MI,Data Analyst,120000,US,US,M
MI,Data Analyst,80000,US,US,M
SE,Data Science Engineer,140000,US,US,M
SE,Data Science Engineer,100000,US,US,M
SE,Research Scientist,150000,US,US,M
SE,Research Scientist,120000,US,US,M
SE,Cloud Database Engineer,140000,US,US,M
SE,Cloud Database Engineer,115000,US,US,M
SE,Data Science Manager,297300,US,US,M
SE,Data Science Manager,198200,US,US,M
SE,Data Scientist,297300,US,US,M
SE,Data Scientist,198200,US,US,M
SE,Data Engineer,202000,US,US,M
SE,Data Engineer,135000,US,US,M
SE,Data Scientist,110000,US,US,M
SE,Data Scientist,84000,US,US,M
MI,Machine Learning Engineer,219000,US,US,L
SE,Applied Scientist,230000,US,US,M
SE,Applied Scientist,196000,US,US,M
SE,BI Developer,140000,US,US,M
SE,BI Developer,110000,US,US,M
MI,Data Analyst,150000,US,US,M
MI,Data Analyst,100000,US,US,M
SE,Data Engineer,160000,US,US,M
SE,Data Engineer,110000,US,US,M
SE,Data Scientist,185900,US,US,M
SE,Data Scientist,129300,US,US,M
SE,Applied Scientist,126100,US,US,L
SE,Applied Scientist,72000,US,US,L
SE,Data Engineer,170000,US,US,M
SE,Data Engineer,150000,US,US,M
MI,Machine Learning Engineer,175000,US,US,M
MI,Machine Learning Engineer,140000,US,US,M
SE,Data Analyst,240500,US,US,M
SE,Data Analyst,137500,US,US,M
MI,Data Scientist,187500,US,US,M
MI,Data Scientist,165000,US,US,M
MI,Machine Learning Research Engineer,72914,GB,GB,L
EN,Data Analyst,25216,ES,US,L
SE,Research Scientist,210000,US,US,M
SE,Research Scientist,165750,US,US,M
SE,Machine Learning Scientist,225000,US,US,M
SE,Machine Learning Scientist,165750,US,US,M
MI,Machine Learning Engineer,109006,GB,GB,M
MI,Machine Learning Engineer,67141,GB,GB,M
SE,Data Scientist,135000,US,US,M
SE,Data Scientist,115000,US,US,M
SE,NLP Engineer,275000,US,US,M
SE,NLP Engineer,175000,US,US,M
SE,Data Scientist,170000,US,US,M
SE,Data Scientist,140000,US,US,M
SE,Data Engineer,175308,US,US,M
SE,Data Engineer,100706,US,US,M
SE,NLP Engineer,235000,US,US,M
SE,NLP Engineer,135000,US,US,M
SE,Data Engineer,310000,US,US,M
SE,Data Engineer,229000,US,US,M
SE,ML Engineer,289076,US,US,M
SE,ML Engineer,202353,US,US,M
SE,Data Engineer,69751,PT,PT,M
SE,Data Engineer,37558,PT,PT,M
MI,Research Engineer,120000,US,US,M
MI,Research Engineer,100000,US,US,M
SE,Data Engineer,226700,US,US,M
SE,Data Engineer,133300,US,US,M
SE,Data Analyst,125000,US,US,M
SE,Data Analyst,85000,US,US,M
SE,Data Analyst,130000,US,US,M
SE,Data Analyst,80000,US,US,M
MI,Data Engineer,120000,US,US,M
MI,Data Engineer,100000,US,US,M
SE,Data Scientist,54094,IN,IN,L
MI,Business Data Analyst,18314,IN,IN,L
SE,Data Engineer,231250,US,US,M
SE,Data Engineer,138750,US,US,M
SE,Data Engineer,199000,US,US,M
SE,Data Engineer,162000,US,US,M
EN,Data Engineer,160000,US,US,M
EN,Data Engineer,135000,US,US,M
EN,Data Scientist,100000,US,US,M
SE,Research Scientist,200000,US,US,M
SE,Research Scientist,150000,US,US,M
EN,Research Engineer,160000,US,US,M
EN,Research Engineer,120000,US,US,M
SE,Research Scientist,250000,US,US,M
SE,Research Scientist,200000,US,US,M
EN,Deep Learning Engineer,150000,US,US,M
EN,Deep Learning Engineer,120000,US,US,M
SE,Research Engineer,150000,US,US,M
SE,Research Engineer,100000,US,US,M
SE,Data Analytics Manager,133000,NL,NL,L
SE,Data Scientist,272550,US,US,M
SE,Data Scientist,198200,US,US,M
SE,Data Scientist,182000,US,US,M
SE,Data Scientist,140000,US,US,M
SE,Data Engineer,200000,US,US,M
SE,Data Engineer,160000,US,US,M
SE,Machine Learning Engineer,204500,US,US,M
SE,Machine Learning Engineer,142200,US,US,M
MI,Data Scientist,120000,US,US,M
MI,Data Scientist,105000,US,US,M
SE,Data Engineer,187500,US,US,M
SE,Data Engineer,175000,US,US,M
SE,Machine Learning Engineer,204500,US,US,M
SE,Machine Learning Engineer,142200,US,US,M
SE,Data Analyst,155000,US,US,M
SE,Data Analyst,64000,US,US,M
SE,Computer Vision Engineer,235000,US,US,M
SE,Computer Vision Engineer,185000,US,US,M
SE,Data Architect,174500,US,US,M
SE,Data Architect,113000,US,US,M
SE,Data Scientist,143100,CA,CA,M
SE,Data Scientist,113000,CA,CA,M
SE,Applied Scientist,184000,US,US,M
SE,Applied Scientist,142000,US,US,M
SE,Data Scientist,140000,US,US,M
SE,Data Scientist,120000,US,US,M
SE,Data Architect,174500,US,US,M
SE,Data Architect,113000,US,US,M
SE,Data Scientist,180560,US,US,M
SE,Data Scientist,115440,US,US,M
SE,Data Scientist,140000,US,US,M
SE,Data Scientist,120000,US,US,M
SE,Research Scientist,248100,US,US,M
SE,Research Scientist,145900,US,US,M
SE,Data Scientist,120000,CA,CA,M
SE,Data Scientist,110000,CA,CA,M
SE,Data Engineer,291500,US,US,M
SE,Data Engineer,180000,US,US,M
MI,Machine Learning Engineer,75344,GB,GB,M
MI,Machine Learning Engineer,63192,GB,GB,M
SE,Data Engineer,161800,US,US,M
SE,Data Engineer,141600,US,US,M
MI,Machine Learning Engineer,58331,GB,GB,M
MI,Machine Learning Engineer,46178,GB,GB,M
SE,Data Engineer,166000,US,US,M
SE,Data Engineer,128000,US,US,M
SE,Data Architect,170000,US,US,M
SE,Data Architect,110000,US,US,M
SE,Data Engineer,160000,US,US,M
SE,Data Engineer,75000,US,US,M
SE,Data Engineer,236000,US,US,M
SE,Data Engineer,182000,US,US,M
MI,Data Analyst,14307,IN,IN,L
EN,Data Scientist,130000,US,US,M
MI,Data Analyst,150000,US,US,M
MI,Data Analyst,100000,US,US,M
SE,Machine Learning Engineer,261500,US,US,L
SE,Machine Learning Engineer,134500,US,US,L
MI,Data Scientist,13989,IN,IN,L
MI,Data Scientist,130000,US,US,M
MI,Data Scientist,90000,US,US,M
EN,Data Engineer,160000,US,US,M
EN,Data Engineer,135000,US,US,M
SE,Manager Data Management,125000,US,US,L
SE,Data Engineer,175000,US,US,M
SE,Data Engineer,155000,US,US,M
SE,Data Engineer,153600,US,US,M
SE,Data Engineer,106800,US,US,M
SE,Data Scientist,150000,US,US,M
SE,Data Scientist,140000,US,US,M
SE,Data Science Consultant,122000,US,US,M
SE,Data Science Consultant,94500,US,US,M
SE,Data Engineer,170000,US,US,M
SE,Data Engineer,130000,US,US,M
SE,Data Science Consultant,145000,US,US,M
SE,Data Science Consultant,128000,US,US,M
SE,Data Engineer,145000,US,US,M
SE,Data Engineer,100000,US,US,M
SE,Data Engineer,175000,US,US,M
SE,Data Engineer,120000,US,US,M
SE,Data Engineer,145000,US,US,M
SE,Data Engineer,115000,US,US,M
SE,Applied Machine Learning Scientist,150000,US,US,M
MI,Data Analyst,150000,US,US,M
MI,Data Analyst,100000,US,US,M
MI,Data Scientist,150000,US,US,M
MI,Data Scientist,127500,US,US,M
SE,Data Scientist,126500,US,US,M
SE,Data Scientist,51000,US,US,M
MI,Data Engineer,260000,US,US,M
MI,Data Engineer,175000,US,US,M
EN,Applied Data Scientist,40000,AU,PK,M
EN,AI Programmer,40000,PK,AU,M
SE,Data Engineer,250000,US,US,M
SE,Data Engineer,63000,US,US,M
SE,Machine Learning Engineer,210000,US,US,M
SE,Machine Learning Engineer,160000,US,US,M
SE,Data Scientist,272550,US,US,M
SE,Data Scientist,198200,US,US,M
MI,Data Scientist,94560,FR,FR,M
MI,Data Scientist,52533,FR,FR,M
SE,Data Scientist,220000,US,US,M
SE,Data Scientist,146000,US,US,M
MI,Data Analyst,150000,US,US,M
MI,Data Analyst,100000,US,US,M
SE,Machine Learning Software Engineer,248400,CA,CA,M
SE,Machine Learning Software Engineer,183600,CA,CA,M
MI,Data Engineer,150000,US,US,M
MI,Data Engineer,150000,US,US,M
EN,Machine Learning Developer,40000,PK,AU,M
SE,Lead Data Scientist,56723,IN,IN,L
MI,Data Engineer,120000,US,US,M
MI,Data Engineer,95000,US,US,M
EN,Data Engineer,160000,US,US,M
EN,Data Engineer,135000,US,US,M
EN,Data Science Consultant,24165,IT,IT,M
SE,Data Engineer,216000,US,US,M
SE,Data Engineer,144000,US,US,M
EN,Data Engineer,85000,US,US,M
EN,Data Engineer,65000,US,US,M
SE,Data Analyst,149000,US,US,M
SE,Data Analyst,119000,US,US,M
SE,Data Scientist,140000,US,US,M
SE,Data Scientist,120000,US,US,M
MI,Data Scientist,150000,US,US,M
MI,Data Scientist,110000,US,US,M
SE,Machine Learning Engineer,246000,US,US,M
SE,Machine Learning Engineer,201000,US,US,M
SE,Data Scientist,190000,US,US,M
SE,Data Scientist,155000,US,US,M
SE,ML Engineer,235000,US,US,M
SE,ML Engineer,185000,US,US,M
SE,Cloud Database Engineer,190000,US,US,M
SE,Cloud Database Engineer,160000,US,US,M
EN,Product Data Analyst,100000,US,US,M
MI,Data Engineer,130000,US,US,M
MI,Data Engineer,115000,US,US,M
MI,Data Scientist,92350,GB,GB,M
MI,Data Scientist,67723,GB,GB,M
MI,Data Engineer,105000,US,US,M
MI,Data Engineer,70000,US,US,M
SE,Machine Learning Engineer,204500,US,US,M
SE,Machine Learning Engineer,142200,US,US,M
SE,Machine Learning Engineer,192000,US,US,M
SE,Machine Learning Engineer,164000,US,US,M
SE,Data Engineer,185900,US,US,M
SE,Data Engineer,129300,US,US,M
SE,Data Engineer,130000,US,US,M
SE,Data Engineer,75000,US,US,M
SE,Data Science Manager,175000,US,US,M
SE,Data Science Manager,120000,US,US,M
SE,Data Engineer,167500,US,US,M
SE,Data Engineer,106500,US,US,M
MI,Data Analyst,75000,US,US,M
MI,Data Analyst,60000,US,US,M
SE,Applied Scientist,184000,US,US,M
SE,Applied Scientist,142000,US,US,M
MI,Data Scientist,145000,US,US,M
MI,Data Scientist,100000,US,US,M
EN,Machine Learning Software Engineer,10000,MA,MA,S
MI,Data Scientist,31795,IN,US,M
MI,NLP Engineer,44365,PL,PL,S
SE,Data Engineer,175000,US,US,M
SE,Data Engineer,120000,US,US,M
SE,Data Engineer,175000,US,US,M
SE,Data Engineer,120000,US,US,M
EX,Data Engineer,200000,US,US,M
EX,Data Engineer,145000,US,US,M
MI,Data Engineer,92350,GB,GB,M
MI,Data Engineer,73880,GB,GB,M
SE,Data Engineer,145000,US,US,M
SE,Data Engineer,100000,US,US,M
SE,Applied Scientist,192000,US,US,M
SE,Applied Scientist,164000,US,US,M
EX,Data Engineer,310000,US,US,M
EX,Data Engineer,239000,US,US,M
SE,Data Analyst,120000,US,US,M
SE,Data Analyst,95000,US,US,M
SE,Machine Learning Engineer,145000,US,US,M
SE,Machine Learning Engineer,135000,US,US,M
SE,Data Engineer,100000,US,US,M
SE,Data Engineer,78000,US,US,M
SE,Data Engineer,73546,ES,ES,M
SE,Data Engineer,36773,ES,ES,M
MI,Data Engineer,160000,US,US,M
MI,Data Engineer,120000,US,US,M
SE,Data Scientist,190000,US,US,M
SE,Data Scientist,150000,US,US,M
MI,Data Engineer,35610,IN,IN,L
SE,AI Scientist,125000,CO,CO,L
SE,Data Engineer,120000,US,US,M
SE,Data Engineer,95000,US,US,M
MI,Data Analyst,150000,US,US,M
MI,Data Analyst,100000,US,US,M
SE,Data Scientist,47280,ES,ES,M
SE,Data Scientist,37824,ES,ES,M
SE,Data Analyst,115934,US,US,M
SE,Data Analyst,81666,US,US,M
SE,Data Scientist,175000,US,US,M
SE,Data Scientist,140000,US,US,M
SE,Data Engineer,120000,US,US,M
SE,Data Engineer,95000,US,US,M
SE,Research Engineer,249500,US,US,M
SE,Research Engineer,149850,US,US,M
MI,Analytics Engineer,122500,US,US,M
MI,Analytics Engineer,100000,US,US,M
SE,Data Scientist,249500,US,US,M
SE,Data Scientist,149850,US,US,M
EN,Data Analyst,55000,US,US,M
EN,Data Analyst,48000,US,US,M
SE,Research Scientist,249500,US,US,M
SE,Research Scientist,149850,US,US,M
MI,Computer Vision Engineer,58837,FR,FR,S
SE,Data Engineer,190000,US,US,M
SE,Data Engineer,120000,US,US,M
SE,Data Analyst,127000,US,US,M
SE,Data Analyst,104000,US,US,M
SE,Data Scientist,210000,US,US,M
SE,Data Scientist,150000,US,US,M
SE,Machine Learning Engineer,210000,US,US,M
SE,Machine Learning Engineer,150000,US,US,M
SE,Data Engineer,210000,US,US,M
SE,Data Engineer,130000,US,US,M
SE,Data Scientist,182750,US,US,M
SE,Data Scientist,161500,US,US,M
MI,Data Analyst,102640,US,US,M
MI,Data Analyst,66100,US,US,M
SE,Research Scientist,210000,US,US,M
SE,Research Scientist,150000,US,US,M
SE,Data Engineer,198800,US,US,M
SE,Data Engineer,122600,US,US,M
MI,Data Engineer,130000,US,US,M
MI,Data Engineer,80000,US,US,M
SE,Data Scientist,136000,US,US,M
SE,Data Scientist,104000,US,US,M
SE,Data Analyst,150000,US,US,M
SE,Data Analyst,100000,US,US,M
EN,Data Engineer,160000,US,US,M
EN,Data Engineer,135000,US,US,M
SE,Data Engineer,216000,US,US,M
SE,Data Engineer,144000,US,US,M
EX,Data Scientist,159000,US,US,M
EX,Data Scientist,130000,US,US,M
SE,Data Analyst,115934,US,US,M
SE,Data Analyst,81666,US,US,M
SE,Data Engineer,215000,US,US,M
SE,Data Engineer,150000,US,US,M
SE,Machine Learning Engineer,246000,US,US,M
SE,Machine Learning Engineer,201000,US,US,M
MI,Data Engineer,187000,US,US,M
MI,Data Engineer,153000,US,US,M
SE,Machine Learning Engineer,255000,MX,MX,M
SE,Machine Learning Engineer,185000,MX,MX,M
MI,Data Analyst,430967,GB,GB,M
MI,Data Analyst,55410,GB,GB,M
SE,Data Analyst,50432,ES,ES,M
SE,Data Analyst,39925,ES,ES,M
SE,Data Analyst,169000,US,US,M
SE,Data Analyst,110600,US,US,M
EN,BI Data Analyst,60938,DE,DE,L
SE,BI Developer,140000,US,US,M
SE,BI Developer,120000,US,US,M
MI,Data Analyst,75000,US,US,M
MI,Data Analyst,60000,US,US,M
SE,3D Computer Vision Researcher,10000,CA,AL,S
EN,Data Analyst,50000,US,US,L
MI,MLOps Engineer,134000,US,US,M
MI,MLOps Engineer,124000,US,US,M
SE,Data Analyst,166700,US,US,M
SE,Data Analyst,119000,US,US,M
EN,Data Scientist,124234,US,US,M
EN,Data Scientist,74540,US,US,M
MI,Data Analyst,100000,US,US,M
MI,Data Analyst,65000,US,US,M
MI,Data Analyst,16904,IN,IN,L
EN,AI Scientist,200000,CA,CA,L
EN,Machine Learning Engineer,12000,AR,AR,L
SE,Data Engineer,220000,US,US,M
SE,Data Engineer,146000,US,US,M
SE,Data Engineer,68293,ES,ES,M
SE,Data Engineer,36773,ES,ES,M
SE,Data Specialist,110000,US,US,M
SE,Data Specialist,70000,US,US,M
EN,Data Analyst,50000,US,US,L
SE,Data Engineer,120000,US,US,M
SE,Data Engineer,95000,US,US,M
MI,Data Analyst,150000,US,US,M
MI,Data Analyst,100000,US,US,M
SE,Data Scientist,47280,ES,ES,M
SE,Data Scientist,37824,ES,ES,M
SE,Data Architect,190000,US,US,M
SE,Data Architect,135000,US,US,M
SE,Data Scientist,128000,US,US,M
SE,Data Scientist,81500,US,US,M
SE,Data Scientist,173000,US,US,M
SE,Data Scientist,110000,US,US,M
SE,Machine Learning Engineer,192000,US,US,M
SE,Machine Learning Engineer,120000,US,US,M
SE,Data Analyst,115934,US,US,M
SE,Data Analyst,81666,US,US,M
SE,Data Analyst,120000,US,US,M
SE,Data Analyst,95000,US,US,M
SE,Principal Machine Learning Engineer,190000,US,US,L
SE,Data Engineer,194000,US,US,M
SE,Data Engineer,129400,US,US,M
SE,Data Analyst,201000,US,US,M
SE,Data Analyst,89200,US,US,M
SE,Data Scientist,165000,US,US,M
SE,Data Scientist,125000,US,US,M
SE,Applied Scientist,230000,US,US,M
SE,Applied Scientist,196000,US,US,M
MI,Machine Learning Engineer,130000,US,US,M
MI,Machine Learning Engineer,90000,US,US,M
MI,Machine Learning Researcher,150000,US,US,M
MI,Machine Learning Researcher,100000,US,US,M
MI,Machine Learning Engineer,230000,US,US,M
MI,Machine Learning Engineer,150000,US,US,M
SE,Data Engineer,153600,US,US,M
SE,Data Engineer,106800,US,US,M
MI,Machine Learning Researcher,130000,US,US,M
MI,Machine Learning Researcher,100000,US,US,M
SE,Data Engineer,216000,US,US,M
SE,Data Engineer,144000,US,US,M
MI,Data Scientist,180000,US,US,M
MI,Data Scientist,120000,US,US,M
EN,Data Engineer,160000,US,US,M
EN,Data Engineer,135000,US,US,M
SE,Data Analyst,192500,US,US,M
SE,Data Analyst,140000,US,US,M
SE,Data Engineer,152500,US,US,M
SE,Data Engineer,130000,US,US,M
SE,Data Analyst,65000,US,US,M
SE,Data Analyst,55000,US,US,M
SE,Data Engineer,178750,US,US,M
SE,Data Engineer,160000,US,US,M
MI,Data Scientist,63040,FR,FR,M
MI,Data Scientist,52533,FR,FR,M
MI,Machine Learning Scientist,165000,US,US,M
MI,Machine Learning Scientist,135000,US,US,M
SE,Analytics Engineer,170000,US,US,M
SE,Analytics Engineer,125000,US,US,M
